name,type,size,parent_directory
formatter.cpython-312.pyc,file,4552,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
lexer.cpython-312.pyc,file,38283,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
modeline.cpython-312.pyc,file,1551,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
plugin.cpython-312.pyc,file,3379,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
regexopt.cpython-312.pyc,file,4064,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
scanner.cpython-312.pyc,file,4739,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
sphinxext.cpython-312.pyc,file,11029,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
style.cpython-312.pyc,file,6655,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
token.cpython-312.pyc,file,8125,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
unistring.cpython-312.pyc,file,32971,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
util.cpython-312.pyc,file,13964,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
__init__.cpython-312.pyc,file,3471,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
__main__.cpython-312.pyc,file,717,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pygments\__pycache__
pyparsing,directory,850330,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor
actions.py,file,6567,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
common.py,file,13387,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
core.py,file,224445,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
diagram,directory,51011,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
__init__.py,file,24215,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram
__pycache__,directory,26796,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram
__init__.cpython-312.pyc,file,26796,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__pycache__
exceptions.py,file,9523,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
helpers.py,file,38646,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
py.typed,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
results.py,file,26692,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
testing.py,file,13488,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
unicode.py,file,10646,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
util.py,file,8670,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
__init__.py,file,9116,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
__pycache__,directory,438139,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing
actions.cpython-312.pyc,file,8378,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
common.cpython-312.pyc,file,13397,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
core.cpython-312.pyc,file,267691,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
exceptions.cpython-312.pyc,file,12977,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
helpers.cpython-312.pyc,file,48484,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
results.cpython-312.pyc,file,34093,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
testing.cpython-312.pyc,file,17171,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
unicode.cpython-312.pyc,file,13167,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
util.cpython-312.pyc,file,14887,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
__init__.cpython-312.pyc,file,7894,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyparsing\__pycache__
pyproject_hooks,directory,55126,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor
_compat.py,file,138,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_impl.py,file,11920,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_in_process,directory,26916,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_in_process.py,file,10927,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process
__init__.py,file,546,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process
__pycache__,directory,15443,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process
_in_process.cpython-312.pyc,file,14380,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__
__init__.cpython-312.pyc,file,1063,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__
__init__.py,file,491,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
__pycache__,directory,15661,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks
_compat.cpython-312.pyc,file,357,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__
_impl.cpython-312.pyc,file,14708,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__
__init__.cpython-312.pyc,file,596,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__
requests,directory,381311,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor
adapters.py,file,19697,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
api.py,file,6449,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
auth.py,file,10187,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
certs.py,file,575,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
compat.py,file,1286,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
cookies.py,file,18560,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
exceptions.py,file,3823,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
help.py,file,3879,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
hooks.py,file,733,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
models.py,file,35288,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
packages.py,file,695,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
sessions.py,file,30373,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
status_codes.py,file,4235,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
structures.py,file,2912,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
utils.py,file,33460,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
_internal_utils.py,file,1495,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
__init__.py,file,5169,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
__pycache__,directory,202060,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
adapters.cpython-312.pyc,file,21263,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
api.cpython-312.pyc,file,7187,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
auth.cpython-312.pyc,file,13906,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
certs.cpython-312.pyc,file,905,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
compat.cpython-312.pyc,file,1490,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
cookies.cpython-312.pyc,file,25229,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
exceptions.cpython-312.pyc,file,7030,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
help.cpython-312.pyc,file,4295,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
hooks.cpython-312.pyc,file,1035,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
models.cpython-312.pyc,file,35431,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
packages.cpython-312.pyc,file,755,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
sessions.cpython-312.pyc,file,27740,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
status_codes.cpython-312.pyc,file,5942,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
structures.cpython-312.pyc,file,5600,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
utils.cpython-312.pyc,file,36252,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
_internal_utils.cpython-312.pyc,file,2004,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
__init__.cpython-312.pyc,file,5429,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
__version__.cpython-312.pyc,file,567,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests\__pycache__
__version__.py,file,435,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\requests
resolvelib,directory,80682,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor
compat,directory,742,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
collections_abc.py,file,156,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
__init__.py,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
__pycache__,directory,586,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
collections_abc.cpython-312.pyc,file,403,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__
__init__.cpython-312.pyc,file,183,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__
providers.py,file,5871,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
py.typed,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
reporters.py,file,1601,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
resolvers.py,file,20511,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
structs.py,file,4963,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
__init__.py,file,537,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
__pycache__,directory,46457,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib
providers.cpython-312.pyc,file,6834,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
reporters.cpython-312.pyc,file,2637,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
resolvers.cpython-312.pyc,file,25880,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
structs.cpython-312.pyc,file,10489,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
__init__.cpython-312.pyc,file,617,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__
rich,directory,2010091,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor
abc.py,file,890,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
align.py,file,10368,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
ansi.py,file,6906,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
bar.py,file,3264,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
box.py,file,9842,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
cells.py,file,4509,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
color.py,file,18224,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
color_triplet.py,file,1054,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
columns.py,file,7131,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
console.py,file,99218,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
constrain.py,file,1288,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
containers.py,file,5497,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
control.py,file,6630,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
default_styles.py,file,8082,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
diagnose.py,file,972,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
emoji.py,file,2501,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
errors.py,file,642,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
filesize.py,file,2508,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
file_proxy.py,file,1683,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
highlighter.py,file,9584,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
json.py,file,5032,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
jupyter.py,file,3252,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
layout.py,file,14007,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
live.py,file,14273,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
live_render.py,file,3667,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
logging.py,file,11903,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
markup.py,file,8198,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
measure.py,file,5305,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
padding.py,file,4970,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
pager.py,file,828,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
palette.py,file,3396,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
panel.py,file,10574,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
pretty.py,file,35852,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
progress.py,file,59706,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
progress_bar.py,file,8165,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
prompt.py,file,11303,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
protocol.py,file,1391,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
py.typed,file,0,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
region.py,file,166,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
repr.py,file,4431,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
rule.py,file,4602,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
scope.py,file,2843,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
screen.py,file,1591,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
segment.py,file,24247,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
spinner.py,file,4339,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
status.py,file,4425,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
style.py,file,27073,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
styled.py,file,1258,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
syntax.py,file,35173,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
table.py,file,39684,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
terminal_theme.py,file,3370,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
text.py,file,45525,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
theme.py,file,3777,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
themes.py,file,102,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
traceback.py,file,29604,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
tree.py,file,9169,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_cell_widths.py,file,10096,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_emoji_codes.py,file,140235,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_emoji_replace.py,file,1064,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_export_format.py,file,2100,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_extension.py,file,265,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_fileno.py,file,799,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_inspect.py,file,9695,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_log_render.py,file,3225,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_loop.py,file,1236,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_null_file.py,file,1387,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_palettes.py,file,7063,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_pick.py,file,423,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_ratio.py,file,5472,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_spinners.py,file,19919,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_stack.py,file,351,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_timer.py,file,417,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_win32_console.py,file,22820,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_windows.py,file,1926,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_windows_renderer.py,file,2783,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
_wrap.py,file,1840,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
__init__.py,file,6090,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
__main__.py,file,8478,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
__pycache__,directory,1118413,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich
abc.cpython-312.pyc,file,1591,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
align.cpython-312.pyc,file,12305,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
ansi.cpython-312.pyc,file,9089,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
bar.cpython-312.pyc,file,4255,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
box.cpython-312.pyc,file,11841,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
cells.cpython-312.pyc,file,5601,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
color.cpython-312.pyc,file,26508,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
color_triplet.cpython-312.pyc,file,1684,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
columns.cpython-312.pyc,file,8570,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
console.cpython-312.pyc,file,113767,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
constrain.cpython-312.pyc,file,2241,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
containers.cpython-312.pyc,file,9209,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
control.cpython-312.pyc,file,10912,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
default_styles.cpython-312.pyc,file,10356,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
diagnose.cpython-312.pyc,file,1470,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
emoji.cpython-312.pyc,file,4192,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
errors.cpython-312.pyc,file,1828,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
filesize.cpython-312.pyc,file,3065,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
file_proxy.cpython-312.pyc,file,3560,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
highlighter.cpython-312.pyc,file,9881,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
json.cpython-312.pyc,file,6018,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
jupyter.cpython-312.pyc,file,5192,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
layout.cpython-312.pyc,file,20203,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
live.cpython-312.pyc,file,19123,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
live_render.cpython-312.pyc,file,4877,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
logging.cpython-312.pyc,file,13531,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
markup.cpython-312.pyc,file,9281,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
measure.cpython-312.pyc,file,6359,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
padding.cpython-312.pyc,file,7117,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
pager.cpython-312.pyc,file,1803,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
palette.cpython-312.pyc,file,5297,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
panel.cpython-312.pyc,file,12080,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
pretty.cpython-312.pyc,file,40025,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
progress.cpython-312.pyc,file,75058,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
progress_bar.cpython-312.pyc,file,10372,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
prompt.cpython-312.pyc,file,14761,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
protocol.cpython-312.pyc,file,1775,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
region.cpython-312.pyc,file,550,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
repr.cpython-312.pyc,file,6609,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
rule.cpython-312.pyc,file,6551,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
scope.cpython-312.pyc,file,3813,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
screen.cpython-312.pyc,file,2467,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
segment.cpython-312.pyc,file,28144,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
spinner.cpython-312.pyc,file,6047,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
status.cpython-312.pyc,file,6051,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
style.cpython-312.pyc,file,33497,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
styled.cpython-312.pyc,file,2122,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
syntax.cpython-312.pyc,file,39593,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
table.cpython-312.pyc,file,43567,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
terminal_theme.cpython-312.pyc,file,3331,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
text.cpython-312.pyc,file,58932,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
theme.cpython-312.pyc,file,6323,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
themes.cpython-312.pyc,file,297,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
traceback.cpython-312.pyc,file,31527,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
tree.cpython-312.pyc,file,11422,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_cell_widths.cpython-312.pyc,file,7804,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_emoji_codes.cpython-312.pyc,file,205959,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_emoji_replace.cpython-312.pyc,file,1712,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_export_format.cpython-312.pyc,file,2304,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_extension.cpython-312.pyc,file,520,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_fileno.cpython-312.pyc,file,838,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_inspect.cpython-312.pyc,file,12060,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_log_render.cpython-312.pyc,file,4130,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_loop.cpython-312.pyc,file,1868,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_null_file.cpython-312.pyc,file,3603,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_palettes.cpython-312.pyc,file,5143,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_pick.cpython-312.pyc,file,707,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_ratio.cpython-312.pyc,file,6560,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_spinners.cpython-312.pyc,file,13162,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_stack.cpython-312.pyc,file,948,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_timer.cpython-312.pyc,file,848,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_win32_console.cpython-312.pyc,file,28950,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_windows.cpython-312.pyc,file,2473,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_windows_renderer.cpython-312.pyc,file,3556,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
_wrap.cpython-312.pyc,file,2343,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
__init__.cpython-312.pyc,file,6998,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
__main__.cpython-312.pyc,file,10287,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\rich\__pycache__
six.py,file,34549,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor
tenacity,directory,130890,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor
after.py,file,1682,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\tenacity
before.py,file,1562,C:\Python\new_project\venv\Lib\site-packages\pip\_vendor\tenacity
